,0,1,2,3,4,5,6
0,0.1489936616545343,0.1292757381427833,0.160491694965026,0.1559494086545525,0.16512220148542583,0.13071409161988373,0.1094532034777943
1,0.2727930802624072,0.2159455683196107,0.26877516870853746,0.07894930492289129,0.08563856359340867,0.06171910540244707,0.016179208790697588
2,0.3339011556936182,0.24271471690684304,0.31540076014722906,0.03707820370379346,0.04135720709313547,0.026751092893222802,0.002796863562157965
3,0.3684361503746388,0.24511870280029485,0.33715061717422257,0.0173544949096797,0.019956236483606622,0.011466843031552173,0.0005169552260052281
4,0.39134329104604626,0.23750958848604783,0.3483240346016113,0.008146642071026755,0.00967340348952704,0.0049046829028622785,9.835740287844476e-05
5,0.408869956146813,0.22583354888047324,0.35464616896487183,0.0038323351907279496,0.004703248736059155,0.002095794879782081,1.8947201272835553e-05
6,0.4237759481504784,0.2126902192875023,0.35854152102489373,0.0018042586071628918,0.002289711264578288,0.0008946735430243383,3.66812236001353e-06
7,0.4373222935757075,0.19925294741442423,0.36107830348814873,0.0008493531415674307,0.0011148754973115834,0.0003815156069135695,7.112759269227543e-07
8,0.4500938161814346,0.1860586084956452,0.36274279239756074,0.00039957892407340155,0.0005425628174615707,0.00016250325278201248,1.3793104247370745e-07
9,0.4623621801478628,0.17335180490653518,0.36376522126399957,0.0001878121120378838,0.00026381883695241934,6.913600142510783e-05,2.673118711338399e-08
10,0.47425256450083625,0.16124011003953592,0.3642616021352185,8.818591918814582e-05,0.000128152780555088,2.937944882578491e-05,5.175840207710726e-09
11,0.48582178547623195,0.14976553360729006,0.364296659655443,4.1363179563787345e-05,6.218629939901019e-05,1.24707809114523e-05,1.0011607983920808e-09
12,0.4970952352471953,0.13893789580987492,0.36391205580054886,1.9380783139403638e-05,3.0144396122132743e-05,5.287769665183718e-06,1.9345428340171805e-10
13,0.5080843609944508,0.12875063915322932,0.3631390910253876,9.07162246760772e-06,1.4597409881037258e-05,2.2397572403161907e-06,3.734330338167319e-11
14,0.5187948836843136,0.11918847431385836,0.36200439033385434,4.242022951974072e-06,7.061873053911546e-06,9.477647664340104e-07,7.201500788167758e-12
15,0.5292306008400766,0.11023120293437569,0.3605324005911672,1.981780642251317e-06,3.4131765034701382e-06,4.00675847536483e-07,1.3874854303532924e-12
16,0.5393950858554588,0.10185573449239052,0.3587464371769369,9.250247438721318e-07,1.6482112824409086e-06,1.692389203202758e-07,2.670848812857599e-13
17,0.5492923898502924,0.09403723650011216,0.3566690755708153,4.314066400264273e-07,7.952483312390625e-07,7.142375757893583e-08,5.1369577116251674e-14
18,0.558927275251166,0.0867498561495472,0.35432225404661294,2.010369876492143e-07,3.8339666925471614e-07,3.0119007101640604e-08,9.872300973758648e-15
19,0.5683052342631352,0.07996721833678669,0.35172725639392566,9.361382677732831e-08,1.847008101563748e-07,1.2691513627020297e-08,1.895857492914207e-15
20,0.5774324132863025,0.07366279660760905,0.348904652284446,4.356094579102172e-08,8.89165368831417e-08,5.344159680551617e-09,3.6381974905680394e-16
21,0.586315501058832,0.06781020331552218,0.34587423034359543,2.0256545051373625e-08,4.2776677739810494e-08,2.2488277290509777e-09,6.977143023576281e-17
22,0.5949616079511937,0.06238342208509278,0.342654939037857,9.413710172846846e-09,2.0566431355496626e-08,9.457150861258458e-10,1.3371999688498144e-17
23,0.6033781492172746,0.05735699501970435,0.3392648411111486,4.3721933085437945e-09,9.882206211408068e-09,3.97472902195667e-10,2.561286577356387e-18
24,0.6115727379226208,0.05270617221750851,0.3357210829176079,2.0295314983610233e-09,4.745771157178104e-09,1.669600791176705e-10,4.903180692545922e-19
25,0.6195530898042181,0.04840702891422298,0.332039877991985,9.415949269817398e-10,2.277883697432397e-09,7.009541807953983e-11,9.381439804133881e-20
26,0.6273269406024403,0.04443655449950501,0.3282365033392055,4.3663387612862887e-10,1.092801553108508e-09,2.941383296953685e-11,1.7940977338578288e-20
27,0.6349019755516194,0.040772717087294165,0.3243253066223486,2.0238022451866518e-10,5.240206355102726e-10,1.2337039123322289e-11,3.429414879086278e-21
28,0.6422857702925089,0.03739450695973737,0.3203197223976515,9.376215965904806e-11,2.511680292778152e-10,5.1722456687405884e-12,6.552436796839787e-22
29,0.6494857422697171,0.03428196191911393,0.31623229564524247,4.342170077120218e-11,1.203372343303639e-10,2.167539630252241e-12,1.2514265157944992e-22
30,0.6565091115971043,0.03141617732029893,0.31207471100395556,2.010091714007975e-11,5.7632241238092934e-11,9.079977318744051e-13,2.3891184380861644e-23
31,0.6633628703616147,0.028779303300077316,0.30785782630103486,9.301739696360273e-12,2.7591178916819862e-11,3.802259433927869e-13,4.559416563573025e-24
32,0.6700537593629639,0.026354531466017173,0.30359170915335226,4.302893304591709e-12,1.3204534413759053e-11,1.591647221620164e-13,8.698191245554838e-25
33,0.6765882513369935,0.024126073059088024,0.2992856755955448,1.989817693592601e-12,6.317310795505429e-12,6.660520975468492e-14,1.658841711841011e-25
34,0.6829725397746009,0.022079130364664336,0.29494832985676567,9.198774771877276e-13,3.0213802123999062e-12,2.7863365466723664e-14,3.1626048198366574e-26
35,0.6892125325196408,0.020199862919619265,0.29058760455885857,4.251261463452725e-13,1.44460678729683e-12,1.1652794182195322e-14,6.027761261383844e-27
36,0.6953138494037618,0.018475349851658752,0.28621080074368754,1.9641897338815807e-13,6.905127653117015e-13,4.8719673646042686e-15,1.1485368875261963e-27
37,0.7012818232508236,0.01689354949266134,0.2818246272560925,9.072626793361217e-14,3.299725105591072e-13,2.0363979627154487e-15,2.1878515029705998e-28
38,0.7071215036562317,0.01544325723146759,0.2774352391121004,4.1895985950689365e-14,1.5764259301727083e-13,8.509630379619144e-16,4.1665873847055624e-29
39,0.7128376630158313,0.014114062413465528,0.2730482745706082,1.9342246582134634e-14,7.529471780919832e-14,3.5551167771232283e-16,7.933015063860301e-30
