,train ratio,base acc ratio,methon1 acc ratio,methon2 acc ratio,methon3 acc ratio
0,0.020000000000000018,0.7619047619047619,0.8367346938775511,0.8231292517006803,0.7414965986394558
1,0.020000000000000018,0.891156462585034,0.9047619047619048,0.9047619047619048,0.9319727891156463
2,0.020000000000000018,0.5510204081632653,0.4897959183673469,0.4897959183673469,0.48299319727891155
3,0.020000000000000018,0.8639455782312925,0.891156462585034,0.8843537414965986,0.8775510204081632
4,0.020000000000000018,0.8435374149659864,0.8435374149659864,0.8435374149659864,0.8435374149659864
5,0.020000000000000018,0.9115646258503401,0.8775510204081632,0.891156462585034,0.9183673469387755
6,0.020000000000000018,0.8707482993197279,0.8707482993197279,0.8639455782312925,0.8843537414965986
7,0.020000000000000018,0.8435374149659864,0.9251700680272109,0.9251700680272109,0.782312925170068
8,0.020000000000000018,0.8639455782312925,0.8571428571428571,0.8571428571428571,0.8231292517006803
9,0.020000000000000018,0.8707482993197279,0.8775510204081632,0.8775510204081632,0.8503401360544217
10,0.020000000000000018,0.8843537414965986,0.9047619047619048,0.9115646258503401,0.8843537414965986
11,0.020000000000000018,0.8503401360544217,0.8775510204081632,0.8775510204081632,0.8707482993197279
12,0.020000000000000018,0.7959183673469388,0.8095238095238095,0.8027210884353742,0.7959183673469388
13,0.020000000000000018,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8367346938775511
14,0.020000000000000018,0.8095238095238095,0.8367346938775511,0.8231292517006803,0.8231292517006803
15,0.020000000000000018,0.782312925170068,0.782312925170068,0.7755102040816326,0.6530612244897959
16,0.020000000000000018,0.8163265306122449,0.8231292517006803,0.8231292517006803,0.8163265306122449
17,0.020000000000000018,0.8707482993197279,0.8707482993197279,0.8843537414965986,0.8571428571428571
18,0.020000000000000018,0.8979591836734694,0.8979591836734694,0.8979591836734694,0.9047619047619048
19,0.020000000000000018,0.8979591836734694,0.9047619047619048,0.9047619047619048,0.891156462585034
20,0.020000000000000018,0.7346938775510204,0.7959183673469388,0.8095238095238095,0.7278911564625851
21,0.020000000000000018,0.891156462585034,0.9251700680272109,0.9183673469387755,0.8775510204081632
22,0.020000000000000018,0.9047619047619048,0.9115646258503401,0.9115646258503401,0.8775510204081632
23,0.020000000000000018,0.8503401360544217,0.8367346938775511,0.8299319727891157,0.8367346938775511
24,0.020000000000000018,0.7482993197278912,0.7551020408163265,0.7551020408163265,0.7482993197278912
25,0.020000000000000018,0.891156462585034,0.9115646258503401,0.9183673469387755,0.9047619047619048
26,0.020000000000000018,0.9591836734693877,0.9591836734693877,0.9591836734693877,0.9387755102040817
27,0.020000000000000018,0.7551020408163265,0.8027210884353742,0.8095238095238095,0.7482993197278912
28,0.020000000000000018,0.8979591836734694,0.9319727891156463,0.9319727891156463,0.9047619047619048
29,0.020000000000000018,0.8571428571428571,0.8435374149659864,0.8435374149659864,0.8367346938775511
30,0.020000000000000018,0.8367346938775511,0.8299319727891157,0.8367346938775511,0.8367346938775511
31,0.020000000000000018,0.9387755102040817,0.9455782312925171,0.9455782312925171,0.9455782312925171
32,0.020000000000000018,0.9183673469387755,0.9251700680272109,0.9251700680272109,0.8979591836734694
33,0.020000000000000018,0.782312925170068,0.8027210884353742,0.8027210884353742,0.7687074829931972
34,0.020000000000000018,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9523809523809523
35,0.020000000000000018,0.7346938775510204,0.7755102040816326,0.7755102040816326,0.7278911564625851
36,0.020000000000000018,0.9387755102040817,0.9047619047619048,0.9183673469387755,0.9455782312925171
37,0.020000000000000018,0.8775510204081632,0.8843537414965986,0.8843537414965986,0.8775510204081632
38,0.020000000000000018,0.8299319727891157,0.8503401360544217,0.8503401360544217,0.8163265306122449
39,0.020000000000000018,0.8843537414965986,0.8843537414965986,0.8843537414965986,0.8843537414965986
40,0.020000000000000018,0.9115646258503401,0.9047619047619048,0.9183673469387755,0.9115646258503401
41,0.020000000000000018,0.8775510204081632,0.891156462585034,0.891156462585034,0.8775510204081632
42,0.020000000000000018,0.8299319727891157,0.8435374149659864,0.8435374149659864,0.8435374149659864
43,0.020000000000000018,0.8843537414965986,0.9183673469387755,0.9183673469387755,0.7959183673469388
44,0.020000000000000018,0.8707482993197279,0.8639455782312925,0.8571428571428571,0.8571428571428571
45,0.020000000000000018,0.8027210884353742,0.8503401360544217,0.8639455782312925,0.7482993197278912
46,0.020000000000000018,0.8843537414965986,0.891156462585034,0.8843537414965986,0.8639455782312925
47,0.020000000000000018,0.8231292517006803,0.8639455782312925,0.8571428571428571,0.8571428571428571
48,0.020000000000000018,0.8979591836734694,0.9115646258503401,0.9115646258503401,0.9047619047619048
49,0.020000000000000018,0.8707482993197279,0.8979591836734694,0.8979591836734694,0.8843537414965986
50,0.020000000000000018,0.8571428571428571,0.891156462585034,0.8775510204081632,0.8775510204081632
51,0.020000000000000018,0.8231292517006803,0.8231292517006803,0.8231292517006803,0.8163265306122449
52,0.020000000000000018,0.6530612244897959,0.6666666666666666,0.6598639455782312,0.6394557823129252
53,0.020000000000000018,0.7619047619047619,0.8435374149659864,0.8435374149659864,0.7687074829931972
54,0.020000000000000018,0.5986394557823129,0.6666666666666666,0.6530612244897959,0.6122448979591837
55,0.020000000000000018,0.9319727891156463,0.9251700680272109,0.9183673469387755,0.9183673469387755
56,0.020000000000000018,0.9047619047619048,0.9115646258503401,0.9047619047619048,0.9115646258503401
57,0.020000000000000018,0.9183673469387755,0.9183673469387755,0.9115646258503401,0.9183673469387755
58,0.020000000000000018,0.8707482993197279,0.8979591836734694,0.8843537414965986,0.8707482993197279
59,0.020000000000000018,0.9183673469387755,0.9319727891156463,0.9319727891156463,0.9183673469387755
60,0.020000000000000018,0.6258503401360545,0.6054421768707483,0.6054421768707483,0.7278911564625851
61,0.020000000000000018,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.6326530612244898
62,0.020000000000000018,0.891156462585034,0.8843537414965986,0.8843537414965986,0.8843537414965986
63,0.020000000000000018,0.6870748299319728,0.7074829931972789,0.7006802721088435,0.7278911564625851
64,0.020000000000000018,0.9047619047619048,0.9183673469387755,0.9183673469387755,0.9183673469387755
65,0.020000000000000018,0.9251700680272109,0.8979591836734694,0.9047619047619048,0.9319727891156463
66,0.020000000000000018,0.8843537414965986,0.8843537414965986,0.8979591836734694,0.8843537414965986
67,0.020000000000000018,0.8435374149659864,0.8435374149659864,0.8367346938775511,0.8571428571428571
68,0.020000000000000018,0.8707482993197279,0.8639455782312925,0.8707482993197279,0.8843537414965986
69,0.020000000000000018,0.891156462585034,0.9047619047619048,0.9183673469387755,0.9047619047619048
70,0.020000000000000018,0.8843537414965986,0.8843537414965986,0.8843537414965986,0.9115646258503401
71,0.020000000000000018,0.9455782312925171,0.9523809523809523,0.9523809523809523,0.9251700680272109
72,0.020000000000000018,0.891156462585034,0.891156462585034,0.8979591836734694,0.891156462585034
73,0.020000000000000018,0.9251700680272109,0.9387755102040817,0.9455782312925171,0.9319727891156463
74,0.020000000000000018,0.9251700680272109,0.9319727891156463,0.9319727891156463,0.9115646258503401
75,0.020000000000000018,0.8367346938775511,0.8367346938775511,0.8367346938775511,0.8299319727891157
76,0.020000000000000018,0.7006802721088435,0.7142857142857143,0.7074829931972789,0.6938775510204082
77,0.020000000000000018,0.9387755102040817,0.9591836734693877,0.9591836734693877,0.9115646258503401
78,0.020000000000000018,0.9591836734693877,0.9591836734693877,0.9591836734693877,0.9319727891156463
79,0.020000000000000018,0.8503401360544217,0.8843537414965986,0.891156462585034,0.8367346938775511
80,0.020000000000000018,0.8503401360544217,0.8707482993197279,0.8639455782312925,0.8435374149659864
81,0.020000000000000018,0.8571428571428571,0.8775510204081632,0.8843537414965986,0.8707482993197279
82,0.020000000000000018,0.9251700680272109,0.9115646258503401,0.9115646258503401,0.891156462585034
83,0.020000000000000018,0.8639455782312925,0.8843537414965986,0.8775510204081632,0.8639455782312925
84,0.020000000000000018,0.8639455782312925,0.9047619047619048,0.8979591836734694,0.8843537414965986
85,0.020000000000000018,0.564625850340136,0.5578231292517006,0.5578231292517006,0.5374149659863946
86,0.020000000000000018,0.8843537414965986,0.8843537414965986,0.8843537414965986,0.8503401360544217
87,0.020000000000000018,0.8231292517006803,0.8571428571428571,0.8571428571428571,0.8027210884353742
88,0.020000000000000018,0.9047619047619048,0.9251700680272109,0.9183673469387755,0.9183673469387755
89,0.020000000000000018,0.8775510204081632,0.8979591836734694,0.8979591836734694,0.8707482993197279
90,0.020000000000000018,0.8843537414965986,0.8843537414965986,0.891156462585034,0.891156462585034
91,0.020000000000000018,0.9183673469387755,0.9115646258503401,0.9183673469387755,0.9183673469387755
92,0.020000000000000018,0.891156462585034,0.9115646258503401,0.9115646258503401,0.9387755102040817
93,0.020000000000000018,0.8163265306122449,0.8231292517006803,0.8299319727891157,0.8231292517006803
94,0.020000000000000018,0.8843537414965986,0.8639455782312925,0.8639455782312925,0.8775510204081632
95,0.020000000000000018,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6802721088435374
96,0.020000000000000018,0.891156462585034,0.9319727891156463,0.9251700680272109,0.9047619047619048
97,0.020000000000000018,0.8231292517006803,0.8503401360544217,0.8503401360544217,0.8095238095238095
98,0.020000000000000018,0.7414965986394558,0.7619047619047619,0.7551020408163265,0.7551020408163265
99,0.020000000000000018,0.9115646258503401,0.9523809523809523,0.9387755102040817,0.8979591836734694
100,0.040000000000000036,0.9444444444444444,0.8958333333333334,0.8958333333333334,0.9375
101,0.040000000000000036,0.9305555555555556,0.9375,0.9513888888888888,0.9305555555555556
102,0.040000000000000036,0.9583333333333334,0.9583333333333334,0.9652777777777778,0.9722222222222222
103,0.040000000000000036,0.8333333333333334,0.8541666666666666,0.8611111111111112,0.8194444444444444
104,0.040000000000000036,0.8958333333333334,0.9027777777777778,0.9027777777777778,0.9097222222222222
105,0.040000000000000036,0.875,0.8819444444444444,0.875,0.9027777777777778
106,0.040000000000000036,0.8819444444444444,0.9444444444444444,0.9444444444444444,0.8680555555555556
107,0.040000000000000036,0.875,0.9027777777777778,0.9236111111111112,0.8888888888888888
108,0.040000000000000036,0.9583333333333334,0.9305555555555556,0.9375,0.9444444444444444
109,0.040000000000000036,0.9375,0.9305555555555556,0.9375,0.9375
110,0.040000000000000036,0.9444444444444444,0.9513888888888888,0.9583333333333334,0.9236111111111112
111,0.040000000000000036,0.8888888888888888,0.9305555555555556,0.9236111111111112,0.9236111111111112
112,0.040000000000000036,0.9166666666666666,0.9097222222222222,0.9027777777777778,0.9027777777777778
113,0.040000000000000036,0.875,0.8611111111111112,0.8680555555555556,0.8541666666666666
114,0.040000000000000036,0.8958333333333334,0.8888888888888888,0.8888888888888888,0.8888888888888888
115,0.040000000000000036,0.9375,0.9027777777777778,0.875,0.9375
116,0.040000000000000036,0.875,0.8888888888888888,0.8888888888888888,0.8680555555555556
117,0.040000000000000036,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.875
118,0.040000000000000036,0.9166666666666666,0.9027777777777778,0.9097222222222222,0.9097222222222222
119,0.040000000000000036,0.9097222222222222,0.9444444444444444,0.9375,0.8958333333333334
120,0.040000000000000036,0.8263888888888888,0.8402777777777778,0.8333333333333334,0.8402777777777778
121,0.040000000000000036,0.9236111111111112,0.9236111111111112,0.9236111111111112,0.9375
122,0.040000000000000036,0.9513888888888888,0.9722222222222222,0.9722222222222222,0.9444444444444444
123,0.040000000000000036,0.8888888888888888,0.9236111111111112,0.9444444444444444,0.8958333333333334
124,0.040000000000000036,0.9166666666666666,0.9027777777777778,0.8888888888888888,0.9375
125,0.040000000000000036,0.9236111111111112,0.9236111111111112,0.9166666666666666,0.8958333333333334
126,0.040000000000000036,0.9444444444444444,0.9236111111111112,0.9236111111111112,0.9375
127,0.040000000000000036,0.8333333333333334,0.8125,0.8194444444444444,0.8263888888888888
128,0.040000000000000036,0.9513888888888888,0.9305555555555556,0.9444444444444444,0.9305555555555556
129,0.040000000000000036,0.8611111111111112,0.9027777777777778,0.9166666666666666,0.8819444444444444
130,0.040000000000000036,0.9027777777777778,0.9166666666666666,0.9166666666666666,0.8888888888888888
131,0.040000000000000036,0.9513888888888888,0.9375,0.9444444444444444,0.9375
